year_code,quarter_code,commercial_district_code,total_foot_traffic_now,total_foot_traffic_previous,traffic_diff
2022,4,3110281,70393,81150,-10757
2022,4,3110280,268269,284561,-16292
2022,4,3110278,802622,837344,-34722
2022,4,3110277,860020,1254368,-394348
2022,4,3110276,46632,51385,-4753
2022,4,3110275,584183,453709,130474
2022,4,3110274,1240638,1264153,-23515
2022,4,3110273,784130,765854,18276
2022,4,3110272,1278641,1239076,39565
2022,4,3110271,50343,48844,1499
2022,4,3110270,314553,456750,-142197
2022,4,3110269,487150,464649,22501
2022,4,3110268,564703,516772,47931
2022,4,3110267,1318927,1449960,-131033
2022,4,3110266,1600933,1642956,-42023
2022,4,3110265,519762,490167,29595
2022,4,3110264,2941336,3077103,-135767
2022,4,3110263,1339331,1515449,-176118
2022,4,3110262,1905484,1744399,161085
2022,4,3110261,1514941,1531579,-16638
2022,4,3110260,1478695,1508210,-29515
2022,4,3110259,1645973,1428869,217104
2022,4,3110258,739536,644936,94600
2022,4,3110257,1980654,1993676,-13022
2022,4,3110256,1666300,1686913,-20613
2022,4,3110255,2021725,1989095,32630
2022,4,3110254,3345656,3741993,-396337
2022,4,3110253,818541,826748,-8207
2022,4,3110252,1020217,891172,129045
2022,4,3110251,694051,660853,33198
2022,4,3110250,505028,457986,47042
2022,4,3110249,1939863,2188222,-248359
2022,4,3110248,539940,566898,-26958
2022,4,3110247,2241348,2198058,43290
2022,4,3110246,1449563,1337986,111577
2022,4,3110245,551998,551260,738
2022,4,3110244,1110071,957239,152832
2022,4,3110243,694906,1054400,-359494
2022,4,3110242,516711,771474,-254763
2022,4,3110241,1033107,1157164,-124057
2022,4,3110240,678468,732342,-53874
2022,4,3110238,100469,90792,9677
2022,4,3110237,939856,1044658,-104802
2022,4,3110236,1906638,2005544,-98906
2022,4,3110234,321431,316726,4705
2022,4,3110233,1215714,1254411,-38697
2022,4,3110232,830719,883996,-53277
2022,4,3110230,1082105,1049429,32676
2022,4,3110229,1839754,1826770,12984
2022,4,3110228,1570533,1618831,-48298
2022,4,3110227,505048,620480,-115432
2022,4,3110226,2697946,2488982,208964
2022,4,3110225,289533,409572,-120039
2022,4,3110224,666089,603685,62404
2022,4,3110221,284347,254168,30179
2022,4,3110220,1269634,1138248,131386
2022,4,3110219,1572033,1706423,-134390
2022,4,3110218,1328624,1251356,77268
2022,4,3110217,601766,625086,-23320
2022,4,3110216,330279,340763,-10484
2022,4,3110215,772244,710376,61868
2022,4,3110214,1734696,1483300,251396
2022,4,3110213,587028,545589,41439
2022,4,3110212,1049016,895595,153421
2022,4,3110211,2291767,2272396,19371
2022,4,3110210,2365404,2228489,136915
2022,4,3110209,332335,343244,-10909
2022,4,3110208,403376,379113,24263
2022,4,3110207,548223,606462,-58239
2022,4,3110206,1405359,1624479,-219120
2022,4,3110205,2321541,1999843,321698
2022,4,3110204,1316234,1484050,-167816
2022,4,3110203,550371,666993,-116622
2022,4,3110201,127574,147577,-20003
2022,4,3110200,411464,440738,-29274
2022,4,3110199,224976,452125,-227149
2022,4,3110197,272846,311430,-38584
2022,4,3110195,1526043,1508190,17853
2022,4,3110194,320484,597579,-277095
2022,4,3110193,823331,740891,82440
2022,4,3110191,1884831,1144571,740260
2022,4,3110190,1034199,1377244,-343045
2022,4,3110189,971878,1055448,-83570
2022,4,3110188,795367,806050,-10683
2022,4,3110187,2535445,2813554,-278109
2022,4,3110186,158168,154418,3750
2022,4,3110185,678376,596249,82127
2022,4,3110184,289225,289733,-508
2022,4,3110183,625715,466267,159448
2022,4,3110182,934558,868257,66301
2022,4,3110181,1361396,1041450,319946
2022,4,3110180,240774,243214,-2440
2022,4,3110179,521568,549974,-28406
2022,4,3110178,327244,338545,-11301
2022,4,3110177,131418,90059,41359
2022,4,3110176,1231692,1535982,-304290
2022,4,3110175,1154951,1172201,-17250
2022,4,3110174,829626,907681,-78055
2022,4,3110173,396163,407702,-11539
2022,4,3110172,936510,807123,129387
2022,4,3110171,331542,293723,37819
2022,4,3110170,2628401,3026421,-398020
2022,4,3110169,531620,600333,-68713
2022,4,3110168,472274,462610,9664
2022,4,3110167,1766257,1848130,-81873
2022,4,3110166,1991530,2052424,-60894
2022,4,3110165,713458,735689,-22231
2022,4,3110164,460947,428676,32271
2022,4,3110163,571046,737560,-166514
2022,4,3110162,480337,525267,-44930
2022,4,3110161,778844,955014,-176170
2022,4,3110160,545553,763018,-217465
2022,4,3110159,3644852,3443534,201318
2022,4,3110158,2806449,2649907,156542
2022,4,3110157,1425907,1258107,167800
2022,4,3110156,1090534,1075205,15329
2022,4,3110155,964078,853043,111035
2022,4,3110154,1702536,2024595,-322059
2022,4,3110153,303339,296971,6368
2022,4,3110152,260903,264963,-4060
2022,4,3110151,1345879,1324362,21517
2022,4,3110150,1810028,1929040,-119012
2022,4,3110149,245706,244268,1438
2022,4,3110148,612230,497479,114751
2022,4,3110147,924927,985280,-60353
2022,4,3110146,1489245,1594941,-105696
2022,4,3110144,413451,368051,45400
2022,4,3110142,1998938,1790086,208852
2022,4,3110141,1809760,1898613,-88853
2022,4,3110140,2249987,2059379,190608
2022,4,3110139,2114037,2027370,86667
2022,4,3110138,1269220,1297670,-28450
2022,4,3110137,1548966,1397441,151525
2022,4,3110136,1215531,1260191,-44660
2022,4,3110135,248194,208898,39296
2022,4,3110134,1429978,1501879,-71901
2022,4,3110133,380658,532765,-152107
2022,4,3110132,535109,589914,-54805
2022,4,3110131,811773,830886,-19113
2022,4,3110130,506395,504050,2345
2022,4,3110129,200300,264664,-64364
2022,4,3110128,1303424,1361533,-58109
2022,4,3110127,177237,158788,18449
2022,4,3110126,350565,329719,20846
2022,4,3110125,1078379,977969,100410
2022,4,3110124,267506,572597,-305091
2022,4,3110123,846882,842714,4168
2022,4,3110122,293387,313010,-19623
2022,4,3110121,187745,138451,49294
2022,4,3110120,331861,375056,-43195
2022,4,3110118,955913,665864,290049
2022,4,3110117,504026,497338,6688
2022,4,3110116,621243,667453,-46210
2022,4,3110115,743661,1082213,-338552
2022,4,3110114,382750,454412,-71662
2022,4,3110113,167596,176133,-8537
2022,4,3110112,836509,906992,-70483
2022,4,3110110,983718,1017878,-34160
2022,4,3110109,324533,288893,35640
2022,4,3110107,62941,120550,-57609
2022,4,3110105,812232,885658,-73426
2022,4,3110104,1279112,1279412,-300
2022,4,3110103,324826,254063,70763
2022,4,3110102,591158,670364,-79206
2022,4,3110099,252098,330228,-78130
2022,4,3110098,85461,84346,1115
2022,4,3110096,261209,272375,-11166
2022,4,3110095,480098,493246,-13148
2022,4,3110093,2595248,2578156,17092
2022,4,3110092,710273,678368,31905
2022,4,3110090,618376,652065,-33689
2022,4,3110089,487759,513673,-25914
2022,4,3110088,383540,405283,-21743
2022,4,3110087,243338,273736,-30398
2022,4,3110085,1329795,1367836,-38041
2022,4,3110084,925155,890342,34813
2022,4,3110083,91744,97563,-5819
2022,4,3110082,373389,345409,27980
2022,4,3110081,1632364,1850820,-218456
2022,4,3110080,1386385,1693109,-306724
2022,4,3110079,2103831,2197133,-93302
2022,4,3110078,116571,117569,-998
2022,4,3110077,632624,531593,101031
2022,4,3110075,904223,847521,56702
2022,4,3110074,755746,771615,-15869
2022,4,3110073,250369,102845,147524
2022,4,3110071,51215,34832,16383
2022,4,3110070,47923,55306,-7383
2022,4,3110069,2488352,2450291,38061
2022,4,3110068,1769573,1623228,146345
2022,4,3110067,2404257,2500616,-96359
2022,4,3110066,1335339,1361444,-26105
2022,4,3110065,55231,59087,-3856
2022,4,3110064,1390175,1577380,-187205
2022,4,3110063,833097,911195,-78098
2022,4,3110062,790049,857616,-67567
2022,4,3110061,1289841,1318253,-28412
2022,4,3110060,606573,578117,28456
2022,4,3110059,552744,851696,-298952
2022,4,3110058,1522691,1546586,-23895
2022,4,3110057,730666,839859,-109193
2022,4,3110056,1838801,2003460,-164659
2022,4,3110055,504380,526239,-21859
2022,4,3110054,1054978,1036169,18809
2022,4,3110053,1065259,1144713,-79454
2022,4,3110052,628059,570587,57472
2022,4,3110051,964399,897154,67245
2022,4,3110050,443733,393267,50466
2022,4,3110049,739152,616703,122449
2022,4,3110048,850742,825609,25133
2022,4,3110047,618779,603369,15410
2022,4,3110045,677623,639113,38510
2022,4,3110043,836209,784513,51696
2022,4,3110042,195035,181077,13958
2022,4,3110041,333635,267660,65975
2022,4,3110040,167777,179855,-12078
2022,4,3110039,85981,93747,-7766
2022,4,3110037,877865,914304,-36439
2022,4,3110036,374214,386743,-12529
2022,4,3110035,1337837,1331369,6468
2022,4,3110033,689416,735905,-46489
2022,4,3110031,63041,59646,3395
2022,4,3110030,146722,142424,4298
2022,4,3110029,3345057,3227849,117208
2022,4,3110028,2735634,2661593,74041
2022,4,3110027,396052,380019,16033
2022,4,3110025,266935,219111,47824
2022,4,3110024,330807,317006,13801
2022,4,3110023,382157,506326,-124169
2022,4,3110022,570301,555073,15228
2022,4,3110021,1541952,1339871,202081
2022,4,3110020,2006306,1775232,231074
2022,4,3110018,502207,440696,61511
2022,4,3110017,481114,467365,13749
2022,4,3110016,40603,33070,7533
2022,4,3110014,62567,57589,4978
2022,4,3110012,617027,587325,29702
2022,4,3110010,141475,173610,-32135
2022,4,3110009,173943,176965,-3022
2022,4,3110008,1332543,1263517,69026
2022,4,3110007,881009,957226,-76217
2022,4,3110006,8585,6929,1656
2022,4,3110005,112754,121296,-8542
2022,4,3110004,547155,617670,-70515
2022,4,3110003,569772,721287,-151515
2022,4,3110002,566740,558906,7834
2022,4,3110001,163128,124555,38573
2022,3,3111089,878654,844807,33847
2022,3,3111088,321762,361195,-39433
2022,3,3111087,198694,245274,-46580
2022,3,3111086,350377,381759,-31382
2022,3,3111085,788769,898411,-109642
2022,3,3111084,187662,139131,48531
2022,3,3111083,891296,987551,-96255
2022,3,3111082,139955,188732,-48777
2022,3,3111080,526180,517064,9116
2022,3,3111079,373988,408750,-34762
2022,3,3111078,3942492,4043455,-100963
2022,3,3111077,3238965,3090095,148870
2022,3,3111076,426472,470486,-44014
2022,3,3111075,1479581,1599391,-119810
2022,3,3111074,571089,654808,-83719
2022,3,3111073,3616347,3456656,159691
2022,3,3111072,2221743,2204616,17127
2022,3,3111071,574680,420459,154221
2022,3,3111070,1339798,3105171,-1765373
2022,3,3111069,2441952,3243750,-801798
2022,3,3111068,260242,231773,28469
2022,3,3111067,2548716,2743026,-194310
2022,3,3111066,1242140,1597018,-354878
2022,3,3111065,576814,712501,-135687
2022,3,3111064,533505,608079,-74574
2022,3,3111063,1384256,1573258,-189002
2022,3,3111062,895294,826689,68605
2022,3,3111061,2994162,3098384,-104222
2022,3,3111060,3264988,3630996,-366008
2022,3,3111059,3349057,3501585,-152528
2022,3,3111058,472430,488195,-15765
2022,3,3111057,811654,925838,-114184
2022,3,3111056,346190,289662,56528
2022,3,3111055,28638,19331,9307
2022,3,3111054,204063,133877,70186
2022,3,3111053,1087203,1194337,-107134
2022,3,3111052,1544101,1088721,455380
2022,3,3111051,2835280,2987333,-152053
2022,3,3111049,1204350,1278069,-73719
2022,3,3111047,272908,500205,-227297
2022,3,3111046,2007172,2027075,-19903
2022,3,3111045,271486,264537,6949
2022,3,3111044,1431549,1381473,50076
2022,3,3111043,691984,786228,-94244
2022,3,3111042,1950369,1774771,175598
2022,3,3111040,625027,759684,-134657
2022,3,3111039,998509,925707,72802
2022,3,3111038,531114,467832,63282
2022,3,3111037,240213,240591,-378
2022,3,3111036,355861,373819,-17958
2022,3,3111035,814307,899711,-85404
2022,3,3111034,805453,815126,-9673
2022,3,3111033,46429,54699,-8270
2022,3,3111032,352244,468268,-116024
2022,3,3111031,960284,916141,44143
2022,3,3111030,1461456,1261223,200233
2022,3,3111029,178925,259589,-80664
2022,3,3111028,890770,853854,36916
2022,3,3111027,936608,1072231,-135623
2022,3,3111026,918390,951194,-32804
2022,3,3111025,800771,859613,-58842
2022,3,3111024,449227,384384,64843
2022,3,3111023,893606,786574,107032
2022,3,3111022,386375,423330,-36955
2022,3,3111021,2481161,2617360,-136199
2022,3,3111020,219125,214898,4227
2022,3,3111019,1458605,1389990,68615
2022,3,3111017,183746,194133,-10387
2022,3,3111016,707393,729587,-22194
2022,3,3111015,1962445,2018028,-55583
2022,3,3111014,713342,605083,108259
2022,3,3111013,2524585,2253262,271323
2022,3,3111012,1004349,1413730,-409381
2022,3,3111011,36391,40341,-3950
2022,3,3111010,1650793,1917656,-266863
2022,3,3111009,254918,236502,18416
2022,3,3111008,746483,729301,17182
2022,3,3111007,1191709,1283504,-91795
2022,3,3111006,2108784,2258110,-149326
2022,3,3111005,1413660,1437109,-23449
2022,3,3111004,2256460,2245836,10624
2022,3,3111003,2119812,2128531,-8719
2022,3,3111001,47124,53126,-6002
2022,3,3110999,157088,154810,2278
2022,3,3110997,1888318,2413704,-525386
2022,3,3110996,799890,698399,101491
2022,3,3110995,596736,613193,-16457
2022,3,3110994,476618,461335,15283
2022,3,3110992,2035887,2043468,-7581
2022,3,3110989,658189,698877,-40688
2022,3,3110988,124760,145199,-20439
2022,3,3110984,918569,912888,5681
2022,3,3110983,443655,451960,-8305
2022,3,3110982,357894,323642,34252
2022,3,3110981,436170,408020,28150
2022,3,3110980,518402,485552,32850
2022,3,3110979,318689,310135,8554
2022,3,3110976,746138,701956,44182
2022,3,3110975,311878,316722,-4844
2022,3,3110974,428288,492974,-64686
2022,3,3110973,1082489,1084976,-2487
2022,3,3110972,354718,324828,29890
2022,3,3110971,805553,803858,1695
2022,3,3110970,347094,388949,-41855
2022,3,3110969,790274,721917,68357
2022,3,3110968,298809,279177,19632
2022,3,3110967,667907,637363,30544
2022,3,3110966,1609358,1611365,-2007
2022,3,3110961,914569,645014,269555
2022,3,3110959,106040,103439,2601
2022,3,3110958,637015,541708,95307
2022,3,3110957,869111,815602,53509
2022,3,3110956,555959,337576,218383
2022,3,3110955,2797389,2785145,12244
2022,3,3110954,481105,383936,97169
2022,3,3110953,408958,396406,12552
2022,3,3110952,215645,226162,-10517
2022,3,3110951,594226,560541,33685
2022,3,3110949,369427,344245,25182
2022,3,3110947,33852,42686,-8834
2022,3,3110945,31197,37807,-6610
2022,3,3110943,474718,532370,-57652
2022,3,3110942,1740794,1742779,-1985
2022,3,3110940,389783,354342,35441
2022,3,3110939,1938571,1864754,73817
2022,3,3110936,206349,183222,23127
2022,3,3110935,617358,478199,139159
2022,3,3110934,434343,423708,10635
2022,3,3110932,234204,247130,-12926
2022,3,3110931,24383,16568,7815
2022,3,3110930,508408,590027,-81619
2022,3,3110929,1423029,1218587,204442
2022,3,3110926,1060237,1076422,-16185
2022,3,3110925,577780,575671,2109
2022,3,3110924,457543,564026,-106483
2022,3,3110922,829162,907635,-78473
2022,3,3110921,336319,364428,-28109
2022,3,3110919,597130,679408,-82278
2022,3,3110918,1020984,1058220,-37236
2022,3,3110917,105202,107331,-2129
2022,3,3110916,757585,773707,-16122
2022,3,3110915,177472,190939,-13467
2022,3,3110913,823410,1092542,-269132
2022,3,3110912,161702,212296,-50594
2022,3,3110910,380487,356240,24247
2022,3,3110908,22229,79226,-56997
2022,3,3110907,962160,915283,46877
2022,3,3110906,476551,532970,-56419
2022,3,3110905,419271,466483,-47212
2022,3,3110904,251832,232025,19807
2022,3,3110903,798758,864650,-65892
2022,3,3110902,2329263,2390815,-61552
2022,3,3110901,1189527,1326689,-137162
2022,3,3110900,1862998,1763943,99055
2022,3,3110899,938660,898093,40567
2022,3,3110897,1531192,1583981,-52789
2022,3,3110896,194526,188029,6497
2022,3,3110895,3738440,3760651,-22211
2022,3,3110893,79713,81031,-1318
2022,3,3110892,4624832,4706198,-81366
2022,3,3110891,181532,179602,1930
2022,3,3110890,831615,798853,32762
2022,3,3110889,501568,490429,11139
2022,3,3110888,698350,699064,-714
2022,3,3110887,530499,437853,92646
2022,3,3110886,1108675,1097666,11009
2022,3,3110885,1419285,1617165,-197880
2022,3,3110884,766202,737345,28857
2022,3,3110883,1111647,1145325,-33678
2022,3,3110882,1619239,1634810,-15571
2022,3,3110881,4216516,4037916,178600
2022,3,3110880,488719,495641,-6922
2022,3,3110879,288845,287767,1078
2022,3,3110878,700447,803204,-102757
2022,3,3110877,1329472,1301430,28042
2022,3,3110876,516442,580393,-63951
2022,3,3110875,160059,175588,-15529
2022,3,3110874,1871445,2048211,-176766
2022,3,3110873,612128,807074,-194946
2022,3,3110872,910440,822011,88429
2022,3,3110871,755239,699261,55978
2022,3,3110869,4687025,4128889,558136
2022,3,3110868,703531,815669,-112138
2022,3,3110867,1232976,1263904,-30928
2022,3,3110866,1245601,1223802,21799
2022,3,3110865,2322667,2319934,2733
2022,3,3110864,1714111,1847035,-132924
2022,3,3110863,852848,993459,-140611
2022,3,3110862,575118,765018,-189900
2022,3,3110861,2105677,1941561,164116
2022,3,3110860,485842,481852,3990
2022,3,3110859,564412,526310,38102
2022,3,3110858,488469,420340,68129
2022,3,3110857,1106186,1108652,-2466
2022,3,3110856,870193,868444,1749
2022,3,3110855,1224477,1401979,-177502
2022,3,3110854,434234,381906,52328
2022,3,3110853,1694014,1513962,180052
2022,3,3110852,752410,714817,37593
2022,3,3110851,1116445,975749,140696
2022,3,3110850,2472337,2468739,3598
2022,3,3110849,1962040,1730013,232027
2022,3,3110848,1370984,1455811,-84827
2022,3,3110847,832683,910437,-77754
2022,3,3110846,2542904,2954339,-411435
2022,3,3110845,396889,442691,-45802
2022,3,3110843,468186,480378,-12192
2022,3,3110842,167586,151126,16460
2022,3,3110841,1342257,1429743,-87486
2022,3,3110840,974151,733348,240803
2022,3,3110839,718762,671685,47077
2022,3,3110838,140204,130229,9975
2022,3,3110837,1762180,1885707,-123527
2022,3,3110836,1467268,1642201,-174933
2022,3,3110835,170783,152842,17941
2022,3,3110833,613505,539418,74087
2022,3,3110832,586121,560635,25486
2022,3,3110831,540360,530623,9737
2022,3,3110830,568068,695436,-127368
2022,3,3110829,753397,875895,-122498
2022,3,3110828,1828882,1834210,-5328
2022,3,3110827,432878,596043,-163165
2022,3,3110826,826579,783734,42845
2022,3,3110825,2075120,2164635,-89515
2022,3,3110824,195315,269057,-73742
2022,3,3110823,743899,661056,82843
2022,3,3110822,567170,603717,-36547
2022,3,3110821,1333879,1375171,-41292
2022,3,3110820,838961,836319,2642
2022,3,3110819,854092,1013999,-159907
2022,3,3110818,157849,106961,50888
2022,3,3110817,345412,315093,30319
2022,3,3110816,839329,697232,142097
2022,3,3110815,1458651,1512704,-54053
2022,3,3110814,1332780,1325532,7248
2022,3,3110813,1213483,1260404,-46921
2022,3,3110812,604784,623198,-18414
2022,3,3110811,471633,413338,58295
2022,3,3110810,1540111,1708939,-168828
2022,3,3110809,449168,420032,29136
2022,3,3110807,469671,443458,26213
2022,3,3110805,323198,322386,812
2022,3,3110804,835928,903408,-67480
2022,3,3110803,1345184,1378965,-33781
2022,3,3110802,581986,564014,17972
2022,3,3110800,151049,153709,-2660
2022,3,3110799,176884,184705,-7821
2022,3,3110798,134932,141995,-7063
2022,3,3110796,107049,87037,20012
2022,3,3110795,1090429,1134082,-43653
2022,3,3110794,837120,716315,120805
2022,3,3110792,2114712,2313233,-198521
2022,3,3110791,127018,76915,50103
2022,3,3110790,733114,888319,-155205
2022,3,3110789,585198,542724,42474
2022,3,3110788,83044,78734,4310
2022,3,3110787,1295486,1404130,-108644
2022,3,3110786,414607,402327,12280
2022,3,3110785,1087511,1142511,-55000
2022,3,3110784,198371,195322,3049
2022,3,3110783,245634,266606,-20972
2022,3,3110782,188545,231280,-42735
2022,3,3110781,1312273,1349479,-37206
2022,3,3110780,338065,311701,26364
2022,3,3110778,1267292,1574764,-307472
2022,3,3110777,264467,250506,13961
2022,3,3110776,810337,836942,-26605
2022,3,3110775,314028,208504,105524
2022,3,3110774,433953,434216,-263
2022,3,3110772,307525,326327,-18802
2022,3,3110771,430844,335396,95448
