year_code,quarter_code,commercial_district_code,total_facilities_now,total_facilities_previous,facilities_diff
2022,4,3110187,30.0,30.0,0.0
2022,3,3110187,30.0,30.0,0.0
2022,2,3110187,30.0,30.0,0.0
2022,1,3110187,30.0,30.0,0.0
2022,4,3110188,13.0,13.0,0.0
2022,3,3110188,13.0,13.0,0.0
2022,2,3110188,13.0,13.0,0.0
2022,1,3110188,13.0,13.0,0.0
2022,4,3110189,6.0,6.0,0.0
2022,3,3110189,6.0,6.0,0.0
2022,2,3110189,6.0,6.0,0.0
2022,1,3110189,6.0,6.0,0.0
2022,4,3110190,15.0,15.0,0.0
2022,3,3110190,15.0,15.0,0.0
2022,2,3110190,15.0,15.0,0.0
2022,1,3110190,15.0,15.0,0.0
2022,4,3110195,19.0,19.0,0.0
2022,3,3110195,19.0,19.0,0.0
2022,2,3110195,19.0,19.0,0.0
2022,1,3110195,19.0,19.0,0.0
2022,4,3110197,3.0,3.0,0.0
2022,3,3110197,3.0,3.0,0.0
2022,2,3110197,3.0,3.0,0.0
2022,1,3110197,3.0,3.0,0.0
2022,4,3110199,23.0,23.0,0.0
2022,3,3110199,23.0,23.0,0.0
2022,2,3110199,23.0,23.0,0.0
2022,1,3110199,23.0,23.0,0.0
2022,4,3110200,12.0,12.0,0.0
2022,3,3110200,12.0,12.0,0.0
2022,2,3110200,12.0,12.0,0.0
2022,1,3110200,12.0,12.0,0.0
2022,4,3110201,9.0,9.0,0.0
2022,3,3110201,9.0,9.0,0.0
2022,2,3110201,9.0,9.0,0.0
2022,1,3110201,9.0,9.0,0.0
2022,4,3110203,4.0,4.0,0.0
2022,3,3110203,4.0,4.0,0.0
2022,2,3110203,4.0,4.0,0.0
2022,1,3110203,4.0,4.0,0.0
2022,4,3110191,14.0,14.0,0.0
2022,3,3110191,14.0,14.0,0.0
2022,2,3110191,14.0,14.0,0.0
2022,1,3110191,14.0,14.0,0.0
2022,4,3110193,16.0,16.0,0.0
2022,3,3110193,16.0,16.0,0.0
2022,2,3110193,16.0,16.0,0.0
2022,1,3110193,16.0,16.0,0.0
2022,4,3110194,8.0,8.0,0.0
2022,3,3110194,8.0,8.0,0.0
2022,2,3110194,8.0,8.0,0.0
2022,1,3110194,8.0,8.0,0.0
2022,4,3110204,22.0,22.0,0.0
2022,3,3110204,22.0,22.0,0.0
2022,2,3110204,22.0,22.0,0.0
2022,1,3110204,22.0,22.0,0.0
2022,4,3110205,15.0,15.0,0.0
2022,3,3110205,15.0,15.0,0.0
2022,2,3110205,15.0,15.0,0.0
2022,1,3110205,15.0,15.0,0.0
2022,4,3110228,21.0,21.0,0.0
2022,3,3110228,21.0,21.0,0.0
2022,2,3110228,21.0,21.0,0.0
2022,1,3110228,21.0,21.0,0.0
2022,4,3110229,17.0,17.0,0.0
2022,3,3110229,17.0,17.0,0.0
2022,2,3110229,17.0,17.0,0.0
2022,1,3110229,17.0,17.0,0.0
2022,4,3110230,16.0,16.0,0.0
2022,3,3110230,16.0,16.0,0.0
2022,2,3110230,16.0,16.0,0.0
2022,1,3110230,16.0,16.0,0.0
2022,4,3110232,15.0,15.0,0.0
2022,3,3110232,15.0,15.0,0.0
2022,2,3110232,15.0,15.0,0.0
2022,1,3110232,15.0,15.0,0.0
2022,4,3110224,8.0,8.0,0.0
2022,3,3110224,8.0,8.0,0.0
2022,2,3110224,8.0,8.0,0.0
2022,1,3110224,8.0,8.0,0.0
2022,4,3110225,9.0,9.0,0.0
2022,3,3110225,9.0,9.0,0.0
2022,2,3110225,9.0,9.0,0.0
2022,1,3110225,9.0,9.0,0.0
2022,4,3110210,19.0,19.0,0.0
2022,3,3110210,19.0,19.0,0.0
2022,2,3110210,19.0,19.0,0.0
2022,1,3110210,19.0,19.0,0.0
2022,4,3110211,18.0,18.0,0.0
2022,3,3110211,18.0,18.0,0.0
2022,2,3110211,18.0,18.0,0.0
2022,1,3110211,18.0,18.0,0.0
2022,4,3110212,28.0,28.0,0.0
2022,3,3110212,28.0,28.0,0.0
2022,2,3110212,28.0,28.0,0.0
2022,1,3110212,28.0,28.0,0.0
2022,4,3110213,12.0,12.0,0.0
2022,3,3110213,12.0,12.0,0.0
2022,2,3110213,12.0,12.0,0.0
2022,1,3110213,12.0,12.0,0.0
2022,4,3110214,17.0,17.0,0.0
2022,3,3110214,17.0,17.0,0.0
2022,2,3110214,17.0,17.0,0.0
2022,1,3110214,17.0,17.0,0.0
2022,4,3110215,10.0,10.0,0.0
2022,3,3110215,10.0,10.0,0.0
2022,2,3110215,10.0,10.0,0.0
2022,1,3110215,10.0,10.0,0.0
2022,4,3110216,14.0,14.0,0.0
2022,3,3110216,14.0,14.0,0.0
2022,2,3110216,14.0,14.0,0.0
2022,1,3110216,14.0,14.0,0.0
2022,4,3110217,2.0,2.0,0.0
2022,3,3110217,2.0,2.0,0.0
2022,2,3110217,2.0,2.0,0.0
2022,1,3110217,2.0,2.0,0.0
2022,4,3110218,29.0,29.0,0.0
2022,3,3110218,29.0,29.0,0.0
2022,2,3110218,29.0,29.0,0.0
2022,1,3110218,29.0,29.0,0.0
2022,4,3110219,19.0,19.0,0.0
2022,3,3110219,19.0,19.0,0.0
2022,2,3110219,19.0,19.0,0.0
2022,1,3110219,19.0,19.0,0.0
2022,4,3110220,31.0,31.0,0.0
2022,3,3110220,31.0,31.0,0.0
2022,2,3110220,31.0,31.0,0.0
2022,1,3110220,31.0,31.0,0.0
2022,4,3110221,11.0,11.0,0.0
2022,3,3110221,11.0,11.0,0.0
2022,2,3110221,11.0,11.0,0.0
2022,1,3110221,11.0,11.0,0.0
2022,4,3110226,33.0,33.0,0.0
2022,3,3110226,33.0,33.0,0.0
2022,2,3110226,33.0,33.0,0.0
2022,1,3110226,33.0,33.0,0.0
2022,4,3110227,12.0,12.0,0.0
2022,3,3110227,12.0,12.0,0.0
2022,2,3110227,12.0,12.0,0.0
2022,1,3110227,12.0,12.0,0.0
2022,4,3110254,22.0,22.0,0.0
2022,3,3110254,22.0,22.0,0.0
2022,2,3110254,22.0,22.0,0.0
2022,1,3110254,22.0,22.0,0.0
2022,4,3110255,28.0,28.0,0.0
2022,3,3110255,28.0,28.0,0.0
2022,2,3110255,28.0,28.0,0.0
2022,1,3110255,28.0,28.0,0.0
2022,4,3110233,21.0,21.0,0.0
2022,3,3110233,21.0,21.0,0.0
2022,2,3110233,21.0,21.0,0.0
2022,1,3110233,21.0,21.0,0.0
2022,4,3110234,13.0,13.0,0.0
2022,3,3110234,13.0,13.0,0.0
2022,2,3110234,13.0,13.0,0.0
2022,1,3110234,13.0,13.0,0.0
2022,4,3110236,22.0,22.0,0.0
2022,3,3110236,22.0,22.0,0.0
2022,2,3110236,22.0,22.0,0.0
2022,1,3110236,22.0,22.0,0.0
2022,4,3110237,29.0,29.0,0.0
2022,3,3110237,29.0,29.0,0.0
2022,2,3110237,29.0,29.0,0.0
2022,1,3110237,29.0,29.0,0.0
2022,4,3110238,1.0,1.0,0.0
2022,3,3110238,1.0,1.0,0.0
2022,2,3110238,1.0,1.0,0.0
2022,1,3110238,1.0,1.0,0.0
2022,4,3110243,25.0,25.0,0.0
2022,3,3110243,25.0,25.0,0.0
2022,2,3110243,25.0,25.0,0.0
2022,1,3110243,25.0,25.0,0.0
2022,4,3110244,24.0,24.0,0.0
2022,3,3110244,24.0,24.0,0.0
2022,2,3110244,24.0,24.0,0.0
2022,1,3110244,24.0,24.0,0.0
2022,4,3110245,4.0,4.0,0.0
2022,3,3110245,4.0,4.0,0.0
2022,2,3110245,4.0,4.0,0.0
2022,1,3110245,4.0,4.0,0.0
2022,4,3110246,13.0,13.0,0.0
2022,3,3110246,13.0,13.0,0.0
2022,2,3110246,13.0,13.0,0.0
2022,1,3110246,13.0,13.0,0.0
2022,4,3110247,28.0,28.0,0.0
2022,3,3110247,28.0,28.0,0.0
2022,2,3110247,28.0,28.0,0.0
2022,1,3110247,28.0,28.0,0.0
2022,4,3110248,5.0,5.0,0.0
2022,3,3110248,5.0,5.0,0.0
2022,2,3110248,5.0,5.0,0.0
2022,1,3110248,5.0,5.0,0.0
2022,4,3110249,27.0,27.0,0.0
2022,3,3110249,27.0,27.0,0.0
2022,2,3110249,27.0,27.0,0.0
2022,1,3110249,27.0,27.0,0.0
2022,4,3110250,7.0,7.0,0.0
2022,3,3110250,7.0,7.0,0.0
2022,2,3110250,7.0,7.0,0.0
2022,1,3110250,7.0,7.0,0.0
2022,4,3110240,15.0,15.0,0.0
2022,3,3110240,15.0,15.0,0.0
2022,2,3110240,15.0,15.0,0.0
2022,1,3110240,15.0,15.0,0.0
2022,4,3110241,36.0,36.0,0.0
2022,3,3110241,36.0,36.0,0.0
2022,2,3110241,36.0,36.0,0.0
2022,1,3110241,36.0,36.0,0.0
2022,4,3110242,22.0,22.0,0.0
2022,3,3110242,22.0,22.0,0.0
2022,2,3110242,22.0,22.0,0.0
2022,1,3110242,22.0,22.0,0.0
2022,4,3110251,30.0,30.0,0.0
2022,3,3110251,30.0,30.0,0.0
2022,2,3110251,30.0,30.0,0.0
2022,1,3110251,30.0,30.0,0.0
2022,4,3110252,18.0,18.0,0.0
2022,3,3110252,18.0,18.0,0.0
2022,2,3110252,18.0,18.0,0.0
2022,1,3110252,18.0,18.0,0.0
2022,4,3110253,16.0,16.0,0.0
2022,3,3110253,16.0,16.0,0.0
2022,2,3110253,16.0,16.0,0.0
2022,1,3110253,16.0,16.0,0.0
2022,4,3110277,21.0,21.0,0.0
2022,3,3110277,21.0,21.0,0.0
2022,2,3110277,21.0,21.0,0.0
2022,1,3110277,21.0,21.0,0.0
2022,4,3110278,46.0,46.0,0.0
2022,3,3110278,46.0,46.0,0.0
2022,2,3110278,46.0,46.0,0.0
2022,1,3110278,46.0,46.0,0.0
2022,4,3110272,39.0,39.0,0.0
2022,3,3110272,39.0,39.0,0.0
2022,2,3110272,39.0,39.0,0.0
2022,1,3110272,39.0,39.0,0.0
2022,4,3110273,30.0,30.0,0.0
2022,3,3110273,30.0,30.0,0.0
2022,2,3110273,30.0,30.0,0.0
2022,1,3110273,30.0,30.0,0.0
2022,4,3110256,47.0,47.0,0.0
2022,3,3110256,47.0,47.0,0.0
2022,2,3110256,47.0,47.0,0.0
2022,1,3110256,47.0,47.0,0.0
2022,4,3110257,14.0,14.0,0.0
2022,3,3110257,14.0,14.0,0.0
2022,2,3110257,14.0,14.0,0.0
2022,1,3110257,14.0,14.0,0.0
2022,4,3110258,21.0,21.0,0.0
2022,3,3110258,21.0,21.0,0.0
2022,2,3110258,21.0,21.0,0.0
2022,1,3110258,21.0,21.0,0.0
2022,4,3110259,20.0,20.0,0.0
2022,3,3110259,20.0,20.0,0.0
2022,2,3110259,20.0,20.0,0.0
2022,1,3110259,20.0,20.0,0.0
2022,4,3110260,30.0,30.0,0.0
2022,3,3110260,30.0,30.0,0.0
2022,2,3110260,30.0,30.0,0.0
2022,1,3110260,30.0,30.0,0.0
2022,4,3110261,15.0,15.0,0.0
2022,3,3110261,15.0,15.0,0.0
2022,2,3110261,15.0,15.0,0.0
2022,1,3110261,15.0,15.0,0.0
2022,4,3110262,15.0,15.0,0.0
2022,3,3110262,15.0,15.0,0.0
2022,2,3110262,15.0,15.0,0.0
2022,1,3110262,15.0,15.0,0.0
2022,4,3110263,20.0,20.0,0.0
2022,3,3110263,20.0,20.0,0.0
2022,2,3110263,20.0,20.0,0.0
2022,1,3110263,20.0,20.0,0.0
2022,4,3110264,44.0,44.0,0.0
2022,3,3110264,44.0,44.0,0.0
2022,2,3110264,44.0,44.0,0.0
2022,1,3110264,44.0,44.0,0.0
2022,4,3110265,27.0,27.0,0.0
2022,3,3110265,27.0,27.0,0.0
2022,2,3110265,27.0,27.0,0.0
2022,1,3110265,27.0,27.0,0.0
2022,4,3110266,14.0,14.0,0.0
2022,3,3110266,14.0,14.0,0.0
2022,2,3110266,14.0,14.0,0.0
2022,1,3110266,14.0,14.0,0.0
2022,4,3110267,21.0,21.0,0.0
2022,3,3110267,21.0,21.0,0.0
2022,2,3110267,21.0,21.0,0.0
2022,1,3110267,21.0,21.0,0.0
2022,4,3110268,10.0,10.0,0.0
2022,3,3110268,10.0,10.0,0.0
2022,2,3110268,10.0,10.0,0.0
2022,1,3110268,10.0,10.0,0.0
2022,4,3110269,18.0,18.0,0.0
2022,3,3110269,18.0,18.0,0.0
2022,2,3110269,18.0,18.0,0.0
2022,1,3110269,18.0,18.0,0.0
2022,4,3110270,13.0,13.0,0.0
2022,3,3110270,13.0,13.0,0.0
2022,2,3110270,13.0,13.0,0.0
2022,1,3110270,13.0,13.0,0.0
2022,4,3110271,5.0,5.0,0.0
2022,3,3110271,5.0,5.0,0.0
2022,2,3110271,5.0,5.0,0.0
2022,1,3110271,5.0,5.0,0.0
2022,4,3110274,35.0,35.0,0.0
2022,3,3110274,35.0,35.0,0.0
2022,2,3110274,35.0,35.0,0.0
2022,1,3110274,35.0,35.0,0.0
2022,4,3110275,10.0,10.0,0.0
2022,3,3110275,10.0,10.0,0.0
2022,2,3110275,10.0,10.0,0.0
2022,1,3110275,10.0,10.0,0.0
2022,4,3110276,6.0,6.0,0.0
2022,3,3110276,6.0,6.0,0.0
2022,2,3110276,6.0,6.0,0.0
2022,1,3110276,6.0,6.0,0.0
2022,4,3110320,7.0,7.0,0.0
2022,3,3110320,7.0,7.0,0.0
2022,2,3110320,7.0,7.0,0.0
2022,1,3110320,7.0,7.0,0.0
2022,4,3110322,28.0,28.0,0.0
2022,3,3110322,28.0,28.0,0.0
2022,2,3110322,28.0,28.0,0.0
2022,1,3110322,28.0,28.0,0.0
2022,4,3110323,22.0,22.0,0.0
2022,3,3110323,22.0,22.0,0.0
2022,2,3110323,22.0,22.0,0.0
2022,1,3110323,22.0,22.0,0.0
2022,4,3110280,18.0,18.0,0.0
2022,3,3110280,18.0,18.0,0.0
2022,2,3110280,18.0,18.0,0.0
2022,1,3110280,18.0,18.0,0.0
2022,4,3110281,26.0,26.0,0.0
2022,3,3110281,26.0,26.0,0.0
2022,2,3110281,26.0,26.0,0.0
2022,1,3110281,26.0,26.0,0.0
2022,4,3110282,5.0,5.0,0.0
2022,3,3110282,5.0,5.0,0.0
2022,2,3110282,5.0,5.0,0.0
2022,1,3110282,5.0,5.0,0.0
2022,4,3110283,12.0,12.0,0.0
2022,3,3110283,12.0,12.0,0.0
2022,2,3110283,12.0,12.0,0.0
2022,1,3110283,12.0,12.0,0.0
2022,4,3110284,8.0,8.0,0.0
2022,3,3110284,8.0,8.0,0.0
2022,2,3110284,8.0,8.0,0.0
2022,1,3110284,8.0,8.0,0.0
2022,4,3110285,11.0,11.0,0.0
2022,3,3110285,11.0,11.0,0.0
2022,2,3110285,11.0,11.0,0.0
2022,1,3110285,11.0,11.0,0.0
2022,4,3110286,30.0,30.0,0.0
2022,3,3110286,30.0,30.0,0.0
2022,2,3110286,30.0,30.0,0.0
2022,1,3110286,30.0,30.0,0.0
2022,4,3110287,10.0,10.0,0.0
2022,3,3110287,10.0,10.0,0.0
2022,2,3110287,10.0,10.0,0.0
2022,1,3110287,10.0,10.0,0.0
2022,4,3110288,16.0,16.0,0.0
2022,3,3110288,16.0,16.0,0.0
2022,2,3110288,16.0,16.0,0.0
2022,1,3110288,16.0,16.0,0.0
2022,4,3110289,23.0,23.0,0.0
2022,3,3110289,23.0,23.0,0.0
2022,2,3110289,23.0,23.0,0.0
2022,1,3110289,23.0,23.0,0.0
2022,4,3110290,6.0,6.0,0.0
2022,3,3110290,6.0,6.0,0.0
2022,2,3110290,6.0,6.0,0.0
2022,1,3110290,6.0,6.0,0.0
2022,4,3110298,9.0,9.0,0.0
2022,3,3110298,9.0,9.0,0.0
2022,2,3110298,9.0,9.0,0.0
2022,1,3110298,9.0,9.0,0.0
2022,4,3110299,32.0,32.0,0.0
2022,3,3110299,32.0,32.0,0.0
2022,2,3110299,32.0,32.0,0.0
2022,1,3110299,32.0,32.0,0.0
2022,4,3110300,34.0,34.0,0.0
2022,3,3110300,34.0,34.0,0.0
2022,2,3110300,34.0,34.0,0.0
2022,1,3110300,34.0,34.0,0.0
2022,4,3110301,9.0,9.0,0.0
2022,3,3110301,9.0,9.0,0.0
2022,2,3110301,9.0,9.0,0.0
2022,1,3110301,9.0,9.0,0.0
2022,4,3110302,21.0,21.0,0.0
2022,3,3110302,21.0,21.0,0.0
2022,2,3110302,21.0,21.0,0.0
2022,1,3110302,21.0,21.0,0.0
2022,4,3110303,8.0,8.0,0.0
2022,3,3110303,8.0,8.0,0.0
2022,2,3110303,8.0,8.0,0.0
2022,1,3110303,8.0,8.0,0.0
2022,4,3110304,22.0,22.0,0.0
2022,3,3110304,22.0,22.0,0.0
2022,2,3110304,22.0,22.0,0.0
2022,1,3110304,22.0,22.0,0.0
2022,4,3110305,24.0,24.0,0.0
2022,3,3110305,24.0,24.0,0.0
2022,2,3110305,24.0,24.0,0.0
2022,1,3110305,24.0,24.0,0.0
2022,4,3110306,7.0,7.0,0.0
2022,3,3110306,7.0,7.0,0.0
2022,2,3110306,7.0,7.0,0.0
2022,1,3110306,7.0,7.0,0.0
2022,4,3110307,29.0,29.0,0.0
2022,3,3110307,29.0,29.0,0.0
2022,2,3110307,29.0,29.0,0.0
2022,1,3110307,29.0,29.0,0.0
2022,4,3110308,27.0,27.0,0.0
2022,3,3110308,27.0,27.0,0.0
2022,2,3110308,27.0,27.0,0.0
2022,1,3110308,27.0,27.0,0.0
2022,4,3110309,5.0,5.0,0.0
2022,3,3110309,5.0,5.0,0.0
2022,2,3110309,5.0,5.0,0.0
2022,1,3110309,5.0,5.0,0.0
2022,4,3110291,30.0,30.0,0.0
2022,3,3110291,30.0,30.0,0.0
2022,2,3110291,30.0,30.0,0.0
2022,1,3110291,30.0,30.0,0.0
2022,4,3110292,12.0,12.0,0.0
2022,3,3110292,12.0,12.0,0.0
2022,2,3110292,12.0,12.0,0.0
2022,1,3110292,12.0,12.0,0.0
2022,4,3110293,10.0,10.0,0.0
2022,3,3110293,10.0,10.0,0.0
2022,2,3110293,10.0,10.0,0.0
2022,1,3110293,10.0,10.0,0.0
2022,4,3110294,35.0,35.0,0.0
2022,3,3110294,35.0,35.0,0.0
2022,2,3110294,35.0,35.0,0.0
2022,1,3110294,35.0,35.0,0.0
2022,4,3110295,26.0,26.0,0.0
2022,3,3110295,26.0,26.0,0.0
2022,2,3110295,26.0,26.0,0.0
2022,1,3110295,26.0,26.0,0.0
2022,4,3110296,18.0,18.0,0.0
2022,3,3110296,18.0,18.0,0.0
2022,2,3110296,18.0,18.0,0.0
2022,1,3110296,18.0,18.0,0.0
2022,4,3110297,25.0,25.0,0.0
2022,3,3110297,25.0,25.0,0.0
2022,2,3110297,25.0,25.0,0.0
2022,1,3110297,25.0,25.0,0.0
2022,4,3110310,11.0,11.0,0.0
2022,3,3110310,11.0,11.0,0.0
2022,2,3110310,11.0,11.0,0.0
2022,1,3110310,11.0,11.0,0.0
2022,4,3110312,10.0,10.0,0.0
2022,3,3110312,10.0,10.0,0.0
2022,2,3110312,10.0,10.0,0.0
2022,1,3110312,10.0,10.0,0.0
2022,4,3110313,27.0,27.0,0.0
2022,3,3110313,27.0,27.0,0.0
2022,2,3110313,27.0,27.0,0.0
2022,1,3110313,27.0,27.0,0.0
2022,4,3110314,42.0,42.0,0.0
2022,3,3110314,42.0,42.0,0.0
2022,2,3110314,42.0,42.0,0.0
2022,1,3110314,42.0,42.0,0.0
2022,4,3110315,39.0,39.0,0.0
2022,3,3110315,39.0,39.0,0.0
2022,2,3110315,39.0,39.0,0.0
2022,1,3110315,39.0,39.0,0.0
2022,4,3110316,42.0,42.0,0.0
2022,3,3110316,42.0,42.0,0.0
2022,2,3110316,42.0,42.0,0.0
2022,1,3110316,42.0,42.0,0.0
2022,4,3110317,13.0,13.0,0.0
2022,3,3110317,13.0,13.0,0.0
2022,2,3110317,13.0,13.0,0.0
2022,1,3110317,13.0,13.0,0.0
2022,4,3110318,6.0,6.0,0.0
2022,3,3110318,6.0,6.0,0.0
2022,2,3110318,6.0,6.0,0.0
2022,1,3110318,6.0,6.0,0.0
2022,4,3110319,31.0,31.0,0.0
2022,3,3110319,31.0,31.0,0.0
2022,2,3110319,31.0,31.0,0.0
2022,1,3110319,31.0,31.0,0.0
2022,4,3110353,16.0,16.0,0.0
2022,3,3110353,16.0,16.0,0.0
2022,2,3110353,16.0,16.0,0.0
2022,1,3110353,16.0,16.0,0.0
2022,4,3110354,17.0,17.0,0.0
2022,3,3110354,17.0,17.0,0.0
2022,2,3110354,17.0,17.0,0.0
2022,1,3110354,17.0,17.0,0.0
2022,4,3110348,14.0,14.0,0.0
2022,3,3110348,14.0,14.0,0.0
2022,2,3110348,14.0,14.0,0.0
2022,1,3110348,14.0,14.0,0.0
2022,4,3110349,11.0,11.0,0.0
2022,3,3110349,11.0,11.0,0.0
2022,2,3110349,11.0,11.0,0.0
2022,1,3110349,11.0,11.0,0.0
2022,4,3110325,12.0,12.0,0.0
2022,3,3110325,12.0,12.0,0.0
2022,2,3110325,12.0,12.0,0.0
2022,1,3110325,12.0,12.0,0.0
2022,4,3110326,18.0,18.0,0.0
2022,3,3110326,18.0,18.0,0.0
2022,2,3110326,18.0,18.0,0.0
2022,1,3110326,18.0,18.0,0.0
2022,4,3110327,15.0,15.0,0.0
2022,3,3110327,15.0,15.0,0.0
2022,2,3110327,15.0,15.0,0.0
2022,1,3110327,15.0,15.0,0.0
2022,4,3110328,5.0,5.0,0.0
2022,3,3110328,5.0,5.0,0.0
2022,2,3110328,5.0,5.0,0.0
2022,1,3110328,5.0,5.0,0.0
2022,4,3110329,12.0,12.0,0.0
2022,3,3110329,12.0,12.0,0.0
2022,2,3110329,12.0,12.0,0.0
2022,1,3110329,12.0,12.0,0.0
2022,4,3110330,5.0,5.0,0.0
2022,3,3110330,5.0,5.0,0.0
2022,2,3110330,5.0,5.0,0.0
2022,1,3110330,5.0,5.0,0.0
2022,4,3110331,25.0,25.0,0.0
2022,3,3110331,25.0,25.0,0.0
2022,2,3110331,25.0,25.0,0.0
2022,1,3110331,25.0,25.0,0.0
2022,4,3110332,4.0,4.0,0.0
2022,3,3110332,4.0,4.0,0.0
2022,2,3110332,4.0,4.0,0.0
2022,1,3110332,4.0,4.0,0.0
2022,4,3110333,21.0,21.0,0.0
2022,3,3110333,21.0,21.0,0.0
2022,2,3110333,21.0,21.0,0.0
2022,1,3110333,21.0,21.0,0.0
2022,4,3110334,16.0,16.0,0.0
2022,3,3110334,16.0,16.0,0.0
2022,2,3110334,16.0,16.0,0.0
2022,1,3110334,16.0,16.0,0.0
2022,4,3110335,45.0,45.0,0.0
2022,3,3110335,45.0,45.0,0.0
2022,2,3110335,45.0,45.0,0.0
2022,1,3110335,45.0,45.0,0.0
2022,4,3110336,11.0,11.0,0.0
2022,3,3110336,11.0,11.0,0.0
2022,2,3110336,11.0,11.0,0.0
2022,1,3110336,11.0,11.0,0.0
2022,4,3110337,27.0,27.0,0.0
2022,3,3110337,27.0,27.0,0.0
2022,2,3110337,27.0,27.0,0.0
2022,1,3110337,27.0,27.0,0.0
2022,4,3110340,8.0,8.0,0.0
2022,3,3110340,8.0,8.0,0.0
2022,2,3110340,8.0,8.0,0.0
2022,1,3110340,8.0,8.0,0.0
2022,4,3110341,25.0,25.0,0.0
2022,3,3110341,25.0,25.0,0.0
2022,2,3110341,25.0,25.0,0.0
2022,1,3110341,25.0,25.0,0.0
2022,4,3110342,15.0,15.0,0.0
2022,3,3110342,15.0,15.0,0.0
2022,2,3110342,15.0,15.0,0.0
2022,1,3110342,15.0,15.0,0.0
2022,4,3110343,19.0,19.0,0.0
2022,3,3110343,19.0,19.0,0.0
2022,2,3110343,19.0,19.0,0.0
2022,1,3110343,19.0,19.0,0.0
2022,4,3110344,7.0,7.0,0.0
2022,3,3110344,7.0,7.0,0.0
2022,2,3110344,7.0,7.0,0.0
2022,1,3110344,7.0,7.0,0.0
2022,4,3110366,10.0,10.0,0.0
2022,3,3110366,10.0,10.0,0.0
2022,2,3110366,10.0,10.0,0.0
2022,1,3110366,10.0,10.0,0.0
2022,4,3110345,25.0,25.0,0.0
2022,3,3110345,25.0,25.0,0.0
2022,2,3110345,25.0,25.0,0.0
2022,1,3110345,25.0,25.0,0.0
2022,4,3110346,17.0,17.0,0.0
2022,3,3110346,17.0,17.0,0.0
2022,2,3110346,17.0,17.0,0.0
2022,1,3110346,17.0,17.0,0.0
2022,4,3110350,12.0,12.0,0.0
2022,3,3110350,12.0,12.0,0.0
2022,2,3110350,12.0,12.0,0.0
2022,1,3110350,12.0,12.0,0.0
2022,4,3110351,6.0,6.0,0.0
2022,3,3110351,6.0,6.0,0.0
2022,2,3110351,6.0,6.0,0.0
2022,1,3110351,6.0,6.0,0.0
2022,4,3110352,44.0,44.0,0.0
2022,3,3110352,44.0,44.0,0.0
2022,2,3110352,44.0,44.0,0.0
2022,1,3110352,44.0,44.0,0.0
2022,4,3110371,17.0,17.0,0.0
2022,3,3110371,17.0,17.0,0.0
2022,2,3110371,17.0,17.0,0.0
2022,1,3110371,17.0,17.0,0.0
2022,4,3110372,10.0,10.0,0.0
2022,3,3110372,10.0,10.0,0.0
2022,2,3110372,10.0,10.0,0.0
2022,1,3110372,10.0,10.0,0.0
2022,4,3110355,29.0,29.0,0.0
2022,3,3110355,29.0,29.0,0.0
2022,2,3110355,29.0,29.0,0.0
2022,1,3110355,29.0,29.0,0.0
2022,4,3110356,10.0,10.0,0.0
2022,3,3110356,10.0,10.0,0.0
2022,2,3110356,10.0,10.0,0.0
2022,1,3110356,10.0,10.0,0.0
2022,4,3110357,13.0,13.0,0.0
2022,3,3110357,13.0,13.0,0.0
2022,2,3110357,13.0,13.0,0.0
2022,1,3110357,13.0,13.0,0.0
2022,4,3110360,28.0,28.0,0.0
2022,3,3110360,28.0,28.0,0.0
2022,2,3110360,28.0,28.0,0.0
2022,1,3110360,28.0,28.0,0.0
2022,4,3110361,20.0,20.0,0.0
2022,3,3110361,20.0,20.0,0.0
2022,2,3110361,20.0,20.0,0.0
2022,1,3110361,20.0,20.0,0.0
2022,4,3110362,20.0,20.0,0.0
2022,3,3110362,20.0,20.0,0.0
2022,2,3110362,20.0,20.0,0.0
2022,1,3110362,20.0,20.0,0.0
2022,4,3110363,6.0,6.0,0.0
2022,3,3110363,6.0,6.0,0.0
2022,2,3110363,6.0,6.0,0.0
2022,1,3110363,6.0,6.0,0.0
2022,4,3110364,24.0,24.0,0.0
2022,3,3110364,24.0,24.0,0.0
2022,2,3110364,24.0,24.0,0.0
2022,1,3110364,24.0,24.0,0.0
2022,4,3110365,10.0,10.0,0.0
2022,3,3110365,10.0,10.0,0.0
2022,2,3110365,10.0,10.0,0.0
2022,1,3110365,10.0,10.0,0.0
2022,4,3110358,22.0,22.0,0.0
2022,3,3110358,22.0,22.0,0.0
2022,2,3110358,22.0,22.0,0.0
2022,1,3110358,22.0,22.0,0.0
2022,4,3110359,4.0,4.0,0.0
2022,3,3110359,4.0,4.0,0.0
2022,2,3110359,4.0,4.0,0.0
2022,1,3110359,4.0,4.0,0.0
2022,4,3110367,18.0,18.0,0.0
2022,3,3110367,18.0,18.0,0.0
2022,2,3110367,18.0,18.0,0.0
2022,1,3110367,18.0,18.0,0.0
2022,4,3110368,4.0,4.0,0.0
2022,3,3110368,4.0,4.0,0.0
2022,2,3110368,4.0,4.0,0.0
2022,1,3110368,4.0,4.0,0.0
2022,4,3110369,28.0,28.0,0.0
2022,3,3110369,28.0,28.0,0.0
2022,2,3110369,28.0,28.0,0.0
2022,1,3110369,28.0,28.0,0.0
2022,4,3110370,17.0,17.0,0.0
2022,3,3110370,17.0,17.0,0.0
2022,2,3110370,17.0,17.0,0.0
2022,1,3110370,17.0,17.0,0.0
