"기준_년분기_코드","상권_구분_코드","상권_구분_코드_명","상권_코드","상권_코드_명","아파트_단지_수","아파트_면적_66_제곱미터_미만_세대_수","아파트_면적_66_제곱미터_세대_수","아파트_면적_99_제곱미터_세대_수","아파트_면적_132_제곱미터_세대_수","아파트_면적_165_제곱미터_세대_수","아파트_가격_1_억_미만_세대_수","아파트_가격_1_억_세대_수","아파트_가격_2_억_세대_수","아파트_가격_3_억_세대_수","아파트_가격_4_억_세대_수","아파트_가격_5_억_세대_수","아파트_가격_6_억_이상_세대_수","아파트_평균_면적","아파트_평균_시가"
"20231","A","골목상권","3110100","옥수동우편취급국","3","","1","7","8","8","","","","1","3","8","12","167","818222222"
"20232","A","골목상권","3110100","옥수동우편취급국","3","","1","7","8","8","","","","1","3","8","12","167","818222222"
"20233","A","골목상권","3110100","옥수동우편취급국","3","","1","7","8","8","","","","1","3","8","12","167","818222222"
"20231","A","골목상권","3110101","옥정중학교","10","55","21","","","","12","15","23","17","5","1","3","54","230331494"
"20232","A","골목상권","3110101","옥정중학교","10","55","21","","","","12","15","23","17","5","1","3","54","230331494"
"20233","A","골목상권","3110101","옥정중학교","10","55","21","","","","12","15","23","17","5","1","3","54","230331494"
"20231","A","골목상권","3110102","옥수역 6번","4","33","1","","","","1","18","15","","","","","48","175346970"
"20232","A","골목상권","3110102","옥수역 6번","4","33","1","","","","1","18","15","","","","","48","175346970"
"20233","A","골목상권","3110102","옥수역 6번","4","33","1","","","","1","18","15","","","","","48","175346970"
"20231","A","골목상권","3110103","옥수터널","4","17","11","","","","2","13","2","","","","11","58","362237405"
"20232","A","골목상권","3110103","옥수터널","4","17","11","","","","2","13","2","","","","11","58","362237405"
"20233","A","골목상권","3110103","옥수터널","4","17","11","","","","2","13","2","","","","11","58","362237405"
"20231","A","골목상권","3110104","신금호역 4번","50","192","107","9","","","7","82","110","91","6","1","11","58","250041940"
"20232","A","골목상권","3110104","신금호역 4번","50","192","107","9","","","7","82","110","91","6","1","11","58","250041940"
"20233","A","골목상권","3110104","신금호역 4번","50","192","107","9","","","7","82","110","91","6","1","11","58","250041940"
"20231","A","골목상권","3110109","금호삼성래미안아파트","1","1","11","","","","","","1","3","8","","","79","396666667"
"20232","A","골목상권","3110109","금호삼성래미안아파트","1","1","11","","","","","","1","3","8","","","79","396666667"
"20233","A","골목상권","3110109","금호삼성래미안아파트","1","1","11","","","","","","1","3","8","","","79","396666667"
"20231","A","골목상권","3110129","성원어린이공원","3","7","22","2","","","","6","1","","","","24","70","528373016"
"20232","A","골목상권","3110129","성원어린이공원","3","7","22","2","","","","6","1","","","","24","70","528373016"
"20233","A","골목상권","3110129","성원어린이공원","3","7","22","2","","","","6","1","","","","24","70","528373016"
"20231","A","골목상권","3110130","답십리역 6번","6","23","4","1","","","","15","11","1","","","1","58","241425794"
"20232","A","골목상권","3110130","답십리역 6번","6","23","4","1","","","","15","11","1","","","1","58","241425794"
"20233","A","골목상권","3110130","답십리역 6번","6","23","4","1","","","","15","11","1","","","1","58","241425794"
"20231","A","골목상권","3110131","성수동카페거리","28","208","71","","","","30","111","41","53","8","30","6","50","271588559"
"20232","A","골목상권","3110131","성수동카페거리","28","208","71","","","","30","111","41","53","8","30","6","50","271588559"
"20233","A","골목상권","3110131","성수동카페거리","28","208","71","","","","30","111","41","53","8","30","6","50","271588559"
"20231","A","골목상권","3110132","성수2가3동주민센터","30","265","11","","","","8","144","111","12","1","","","36","195930943"
"20232","A","골목상권","3110132","성수2가3동주민센터","30","265","11","","","","8","144","111","12","1","","","36","195930943"
"20233","A","골목상권","3110132","성수2가3동주민센터","30","265","11","","","","8","144","111","12","1","","","36","195930943"
"20231","A","골목상권","3110136","경수초등학교","17","235","28","","","","","11","26","164","40","13","9","54","365321445"
"20232","A","골목상권","3110136","경수초등학교","17","235","28","","","","","11","26","164","40","13","9","54","365321445"
"20233","A","골목상권","3110136","경수초등학교","17","235","28","","","","","11","26","164","40","13","9","54","365321445"
"20231","A","골목상권","3110105","금동어린이공원","53","280","69","1","","","12","129","112","64","19","2","12","52","252288353"
"20232","A","골목상권","3110105","금동어린이공원","53","280","69","1","","","12","129","112","64","19","2","12","52","252288353"
"20233","A","골목상권","3110105","금동어린이공원","53","280","69","1","","","12","129","112","64","19","2","12","52","252288353"
"20231","A","골목상권","3110106","금북초등학교","58","340","3","","","","52","279","12","","","","","44","134411624"
"20232","A","골목상권","3110106","금북초등학교","58","340","3","","","","52","279","12","","","","","44","134411624"
"20233","A","골목상권","3110106","금북초등학교","58","340","3","","","","52","279","12","","","","","44","134411624"
"20231","A","골목상권","3110107","금호사거리","1","1","5","","","","","","","4","2","","","75","373833333"
"20232","A","골목상권","3110107","금호사거리","1","1","5","","","","","","","4","2","","","75","373833333"
"20233","A","골목상권","3110107","금호사거리","1","1","5","","","","","","","4","2","","","75","373833333"
"20231","A","골목상권","3110112","행당역 2번","36","219","69","13","3","","20","121","101","49","3","10","","56","227153292"
"20232","A","골목상권","3110112","행당역 2번","36","219","69","13","3","","20","121","101","49","3","10","","56","227153292"
"20233","A","골목상권","3110112","행당역 2번","36","219","69","13","3","","20","121","101","49","3","10","","56","227153292"
"20231","A","골목상권","3110113","응봉산","26","132","49","2","","","","9","15","58","45","42","14","58","424976199"
"20232","A","골목상권","3110113","응봉산","26","132","49","2","","","","9","15","58","45","42","14","58","424976199"
"20233","A","골목상권","3110113","응봉산","26","132","49","2","","","","9","15","58","45","42","14","58","424976199"
"20231","A","골목상권","3110114","왕십리파출소","3","30","12","","","","","5","23","7","7","","","54","294161616"
"20232","A","골목상권","3110114","왕십리파출소","3","30","12","","","","","5","23","7","7","","","54","294161616"
"20233","A","골목상권","3110114","왕십리파출소","3","30","12","","","","","5","23","7","7","","","54","294161616"
"20231","A","골목상권","3110133","서울교통공사","6","75","17","","","","","20","45","23","4","","","51","268880303"
"20232","A","골목상권","3110133","서울교통공사","6","75","17","","","","","20","45","23","4","","","51","268880303"
"20233","A","골목상권","3110133","서울교통공사","6","75","17","","","","","20","45","23","4","","","51","268880303"
"20231","A","골목상권","3110134","성수119안전센터","46","299","117","13","1","1","","","5","40","43","57","286","60","684142934"
"20232","A","골목상권","3110134","성수119안전센터","46","299","117","13","1","1","","","5","40","43","57","286","60","684142934"
"20233","A","골목상권","3110134","성수119안전센터","46","299","117","13","1","1","","","5","40","43","57","286","60","684142934"
"20231","A","골목상권","3110135","성동세무서","10","78","8","6","","","24","33","23","2","6","4","","43","189452367"
"20232","A","골목상권","3110135","성동세무서","10","78","8","6","","","24","33","23","2","6","4","","43","189452367"
"20233","A","골목상권","3110135","성동세무서","10","78","8","6","","","24","33","23","2","6","4","","43","189452367"
"20231","A","골목상권","3110115","상왕십리역 3번","22","182","34","1","","","46","91","63","17","","","","39","175574116"
"20232","A","골목상권","3110115","상왕십리역 3번","22","182","34","1","","","46","91","63","17","","","","39","175574116"
"20233","A","골목상권","3110115","상왕십리역 3번","22","182","34","1","","","46","91","63","17","","","","39","175574116"
"20231","A","골목상권","3110116","청계천박물관","6","45","","","","","1","39","5","","","","","40","160746519"
"20232","A","골목상권","3110116","청계천박물관","6","45","","","","","1","39","5","","","","","40","160746519"
"20233","A","골목상권","3110116","청계천박물관","6","45","","","","","1","39","5","","","","","40","160746519"
"20231","A","골목상권","3110117","성동구보건소","9","65","23","","","","16","42","29","1","","","","40","176926077"
"20232","A","골목상권","3110117","성동구보건소","9","65","23","","","","16","42","29","1","","","","40","176926077"
"20233","A","골목상권","3110117","성동구보건소","9","65","23","","","","16","42","29","1","","","","40","176926077"
"20231","A","골목상권","3110118","왕십리역 9번","21","58","47","","","","2","21","31","35","4","6","6","63","291331169"
"20232","A","골목상권","3110118","왕십리역 9번","21","58","47","","","","2","21","31","35","4","6","6","63","291331169"
"20233","A","골목상권","3110118","왕십리역 9번","21","58","47","","","","2","21","31","35","4","6","6","63","291331169"
"20231","A","골목상권","3110120","서울숲카페거리","5","17","36","","","","","","1","2","15","24","11","68","552217593"
"20232","A","골목상권","3110120","서울숲카페거리","5","17","36","","","","","","1","2","15","24","11","68","552217593"
"20233","A","골목상권","3110120","서울숲카페거리","5","17","36","","","","","","1","2","15","24","11","68","552217593"
"20231","A","골목상권","3110121","한양대역 4번","8","58","11","","","","46","16","6","1","","","","35","121020492"
"20232","A","골목상권","3110121","한양대역 4번","8","58","11","","","","46","16","6","1","","","","35","121020492"
"20233","A","골목상권","3110121","한양대역 4번","8","58","11","","","","46","16","6","1","","","","35","121020492"
"20231","A","골목상권","3110122","마장역 2번","6","69","50","3","","","","14","59","49","","","","60","276869865"
"20232","A","골목상권","3110122","마장역 2번","6","69","50","3","","","","14","59","49","","","","60","276869865"
"20233","A","골목상권","3110122","마장역 2번","6","69","50","3","","","","14","59","49","","","","60","276869865"
"20231","A","골목상권","3110123","마장역 3번","28","198","51","20","4","","33","101","81","35","22","1","","54","206047650"
"20232","A","골목상권","3110123","마장역 3번","28","198","51","20","4","","33","101","81","35","22","1","","54","206047650"
