기준_년분기_코드,상권_구분_코드,상권_구분_코드_명,상권배후지_코드,상권배후지_코드_명,아파트_단지_수,아파트_면적_66_제곱미터_미만_세대_수,아파트_면적_66_제곱미터_세대_수,아파트_면적_99_제곱미터_세대_수,아파트_면적_132_제곱미터_세대_수,아파트_면적_165_제곱미터_세대_수,아파트_가격_1_억_미만_세대_수,아파트_가격_1_억_세대_수,아파트_가격_2_억_세대_수,아파트_가격_3_억_세대_수,아파트_가격_4_억_세대_수,아파트_가격_5_억_세대_수,아파트_가격_6_억_이상_세대_수,아파트_평균_면적,아파트_평균_시가
20232,A,골목상권,3110090,한국폴리텍대학서울정수캠퍼스,101,304,233,59,88,121,0,1,2,15,49,73,665,85,921162859
20233,A,골목상권,3110090,한국폴리텍대학서울정수캠퍼스,101,304,233,59,88,121,0,1,2,15,49,73,665,85,921162859
20231,A,골목상권,3110091,리움미술관,25,65,85,23,17,34,0,15,31,43,10,23,102,100,724415812
20232,A,골목상권,3110091,리움미술관,25,65,85,23,17,34,0,15,31,43,10,23,102,100,724415812
20233,A,골목상권,3110091,리움미술관,25,65,85,23,17,34,0,15,31,43,10,23,102,100,724415812
20231,A,골목상권,3110092,NH농협은행 보광동지점,162,658,218,93,32,48,0,1,2,24,78,156,788,60,780718303
20232,A,골목상권,3110092,NH농협은행 보광동지점,162,658,218,93,32,48,0,1,2,24,78,156,788,60,780718303
20233,A,골목상권,3110092,NH농협은행 보광동지점,162,658,218,93,32,48,0,1,2,24,78,156,788,60,780718303
20232,A,골목상권,3110093,우사단길,262,959,368,151,114,78,0,10,9,57,209,324,1061,64,726024591
20233,A,골목상권,3110093,우사단길,262,959,368,151,114,78,0,10,9,57,209,324,1061,64,726024591
20231,A,골목상권,3110094,오산중학교,27,109,63,4,0,0,0,0,1,0,4,24,147,62,827539073
20231,A,골목상권,3110093,우사단길,262,959,368,151,114,78,0,10,9,57,209,324,1061,64,726024591
20232,A,골목상권,3110094,오산중학교,27,109,63,4,0,0,0,0,1,0,4,24,147,62,827539073
20233,A,골목상권,3110094,오산중학교,27,109,63,4,0,0,0,0,1,0,4,24,147,62,827539073
20231,A,골목상권,3110095,한강진역 3번,116,265,312,120,103,147,0,52,47,49,131,121,547,103,1004737053
20232,A,골목상권,3110095,한강진역 3번,116,265,312,120,103,147,0,52,47,49,131,121,547,103,1004737053
20233,A,골목상권,3110095,한강진역 3번,116,265,312,120,103,147,0,52,47,49,131,121,547,103,1004737053
20231,A,골목상권,3110096,한남힐사이드아파트,52,184,123,20,5,58,1,40,108,100,35,6,100,88,485849290
20232,A,골목상권,3110096,한남힐사이드아파트,52,184,123,20,5,58,1,40,108,100,35,6,100,88,485849290
20233,A,골목상권,3110096,한남힐사이드아파트,52,184,123,20,5,58,1,40,108,100,35,6,100,88,485849290
20231,A,골목상권,3110097,한남초등학교,40,137,80,31,13,138,0,36,34,35,18,16,260,126,1836415564
20232,A,골목상권,3110097,한남초등학교,40,137,80,31,13,138,0,36,34,35,18,16,260,126,1836415564
20233,A,골목상권,3110097,한남초등학교,40,137,80,31,13,138,0,36,34,35,18,16,260,126,1836415564
20231,A,골목상권,3110098,서울독일학교,98,134,78,47,105,496,0,13,19,23,10,33,762,168,2266772526
20232,A,골목상권,3110098,서울독일학교,98,134,78,47,105,496,0,13,19,23,10,33,762,168,2266772526
20233,A,골목상권,3110098,서울독일학교,98,134,78,47,105,496,0,13,19,23,10,33,762,168,2266772526
20231,A,골목상권,3110099,유엔빌리지길,168,232,187,133,221,633,12,35,53,85,63,55,1103,150,1661362051
20232,A,골목상권,3110099,유엔빌리지길,168,232,187,133,221,633,12,35,53,85,63,55,1103,150,1661362051
20233,A,골목상권,3110099,유엔빌리지길,168,232,187,133,221,633,12,35,53,85,63,55,1103,150,1661362051
20231,A,골목상권,3110100,옥수동우편취급국,53,125,108,55,84,145,12,20,32,23,19,33,378,126,1382784638
20232,A,골목상권,3110100,옥수동우편취급국,53,125,108,55,84,145,12,20,32,23,19,33,378,126,1382784638
20233,A,골목상권,3110100,옥수동우편취급국,53,125,108,55,84,145,12,20,32,23,19,33,378,126,1382784638
20231,A,골목상권,3110101,옥정중학교,58,143,148,99,94,107,12,20,32,25,23,34,445,113,928211346
20232,A,골목상권,3110101,옥정중학교,58,143,148,99,94,107,12,20,32,25,23,34,445,113,928211346
20233,A,골목상권,3110101,옥정중학교,58,143,148,99,94,107,12,20,32,25,23,34,445,113,928211346
20231,A,골목상권,3110102,옥수역 6번,56,170,305,129,32,0,3,31,17,0,11,18,556,84,884446368
20233,A,골목상권,3110102,옥수역 6번,56,170,305,129,32,0,3,31,17,0,11,18,556,84,884446368
20231,A,골목상권,3110103,옥수터널,43,191,218,39,8,0,3,63,13,15,9,14,339,71,708239914
20232,A,골목상권,3110103,옥수터널,43,191,218,39,8,0,3,63,13,15,9,14,339,71,708239914
20233,A,골목상권,3110103,옥수터널,43,191,218,39,8,0,3,63,13,15,9,14,339,71,708239914
20231,A,골목상권,3110104,신금호역 4번,176,914,389,94,0,0,40,328,348,156,25,53,447,61,373476232
20232,A,골목상권,3110104,신금호역 4번,176,914,389,94,0,0,40,328,348,156,25,53,447,61,373476232
20233,A,골목상권,3110104,신금호역 4번,176,914,389,94,0,0,40,328,348,156,25,53,447,61,373476232
20231,A,골목상권,3110108,성동구립금호도서관,109,560,308,80,0,0,52,279,13,3,20,81,500,61,445985840
20232,A,골목상권,3110108,성동구립금호도서관,109,560,308,80,0,0,52,279,13,3,20,81,500,61,445985840
20233,A,골목상권,3110108,성동구립금호도서관,109,560,308,80,0,0,52,279,13,3,20,81,500,61,445985840
20231,A,골목상권,3110109,금호삼성래미안아파트,102,477,359,140,11,0,3,100,142,42,47,89,564,68,567053409
20232,A,골목상권,3110109,금호삼성래미안아파트,102,477,359,140,11,0,3,100,142,42,47,89,564,68,567053409
20233,A,골목상권,3110109,금호삼성래미안아파트,102,477,359,140,11,0,3,100,142,42,47,89,564,68,567053409
20231,A,골목상권,3110129,성원어린이공원,46,298,168,3,0,0,6,132,70,7,22,36,196,54,425099308
20232,A,골목상권,3110129,성원어린이공원,46,298,168,3,0,0,6,132,70,7,22,36,196,54,425099308
20233,A,골목상권,3110129,성원어린이공원,46,298,168,3,0,0,6,132,70,7,22,36,196,54,425099308
20231,A,골목상권,3110130,답십리역 6번,50,197,100,18,6,0,31,68,75,72,48,15,12,61,275571202
20232,A,골목상권,3110130,답십리역 6번,50,197,100,18,6,0,31,68,75,72,48,15,12,61,275571202
20233,A,골목상권,3110130,답십리역 6번,50,197,100,18,6,0,31,68,75,72,48,15,12,61,275571202
20231,A,골목상권,3110131,성수동카페거리,56,373,197,20,20,0,30,129,53,134,77,44,143,59,437776068
20232,A,골목상권,3110131,성수동카페거리,56,373,197,20,20,0,30,129,53,134,77,44,143,59,437776068
20233,A,골목상권,3110131,성수동카페거리,56,373,197,20,20,0,30,129,53,134,77,44,143,59,437776068
20231,A,골목상권,3110132,성수2가3동주민센터,62,399,132,83,0,0,12,202,144,30,9,26,191,54,394679331
20232,A,골목상권,3110132,성수2가3동주민센터,62,399,132,83,0,0,12,202,144,30,9,26,191,54,394679331
20233,A,골목상권,3110132,성수2가3동주민센터,62,399,132,83,0,0,12,202,144,30,9,26,191,54,394679331
20233,A,골목상권,3110008,배화여자대학교(박노수미술관),277,1505,429,51,15,12,205,701,806,183,52,16,49,59,218168325
20231,A,골목상권,3110136,경수초등학교,111,924,277,21,4,0,86,268,214,329,85,52,192,50,345886334
20232,A,골목상권,3110136,경수초등학교,111,924,277,21,4,0,86,268,214,329,85,52,192,50,345886334
20233,A,골목상권,3110136,경수초등학교,111,924,277,21,4,0,86,268,214,329,85,52,192,50,345886334
20231,A,골목상권,3110105,금동어린이공원,206,1087,396,90,11,0,42,402,390,146,38,57,509,58,375912622
20232,A,골목상권,3110105,금동어린이공원,206,1087,396,90,11,0,42,402,390,146,38,57,509,58,375912622
20233,A,골목상권,3110105,금동어린이공원,206,1087,396,90,11,0,42,402,390,146,38,57,509,58,375912622
20231,A,골목상권,3110106,금북초등학교,142,768,275,60,0,0,123,486,34,24,9,61,366,55,305157758
20232,A,골목상권,3110106,금북초등학교,142,768,275,60,0,0,123,486,34,24,9,61,366,55,305157758
20233,A,골목상권,3110106,금북초등학교,142,768,275,60,0,0,123,486,34,24,9,61,366,55,305157758
20231,A,골목상권,3110107,금호사거리,89,400,269,73,11,0,4,83,140,64,24,9,429,66,585703591
20232,A,골목상권,3110107,금호사거리,89,400,269,73,11,0,4,83,140,64,24,9,429,66,585703591
20233,A,골목상권,3110107,금호사거리,89,400,269,73,11,0,4,83,140,64,24,9,429,66,585703591
20231,A,골목상권,3110112,행당역 2번,88,392,255,177,7,0,24,178,158,56,14,50,351,69,435671435
20232,A,골목상권,3110112,행당역 2번,88,392,255,177,7,0,24,178,158,56,14,50,351,69,435671435
20233,A,골목상권,3110112,행당역 2번,88,392,255,177,7,0,24,178,158,56,14,50,351,69,435671435
20232,A,골목상권,3110113,응봉산,79,338,236,136,0,0,54,75,15,58,72,117,319,69,472473035
20233,A,골목상권,3110113,응봉산,79,338,236,136,0,0,54,75,15,58,72,117,319,69,472473035
20231,A,골목상권,3110114,왕십리파출소,54,266,224,74,18,0,34,97,141,28,7,11,264,66,548870096
20232,A,골목상권,3110114,왕십리파출소,54,266,224,74,18,0,34,97,141,28,7,11,264,66,548870096
20233,A,골목상권,3110114,왕십리파출소,54,266,224,74,18,0,34,97,141,28,7,11,264,66,548870096
20231,A,골목상권,3110133,서울교통공사,35,243,79,20,0,0,30,91,149,44,16,12,0,57,237920998
20232,A,골목상권,3110133,서울교통공사,35,243,79,20,0,0,30,91,149,44,16,12,0,57,237920998
20233,A,골목상권,3110133,서울교통공사,35,243,79,20,0,0,30,91,149,44,16,12,0,57,237920998
20231,A,골목상권,3110134,성수119안전센터,94,764,254,28,5,1,1,55,106,262,93,94,441,58,557981816
20232,A,골목상권,3110134,성수119안전센터,94,764,254,28,5,1,1,55,106,262,93,94,441,58,557981816
20233,A,골목상권,3110134,성수119안전센터,94,764,254,28,5,1,1,55,106,262,93,94,441,58,557981816
20231,A,골목상권,3110135,성동세무서,71,541,79,44,0,0,60,275,202,25,10,22,70,42,253651066
20232,A,골목상권,3110135,성동세무서,71,541,79,44,0,0,60,275,202,25,10,22,70,42,253651066
20233,A,골목상권,3110135,성동세무서,71,541,79,44,0,0,60,275,202,25,10,22,70,42,253651066
20231,A,골목상권,3110115,상왕십리역 3번,76,473,258,41,12,0,84,196,195,46,7,30,226,55,419008481
20232,A,골목상권,3110115,상왕십리역 3번,76,473,258,41,12,0,84,196,195,46,7,30,226,55,419008481
20233,A,골목상권,3110115,상왕십리역 3번,76,473,258,41,12,0,84,196,195,46,7,30,226,55,419008481
20231,A,골목상권,3110116,청계천박물관,62,481,126,46,0,0,26,156,263,48,11,17,132,54,308375581
20232,A,골목상권,3110116,청계천박물관,62,481,126,46,0,0,26,156,263,48,11,17,132,54,308375581
20233,A,골목상권,3110116,청계천박물관,62,481,126,46,0,0,26,156,263,48,11,17,132,54,308375581
20231,A,골목상권,3110117,성동구보건소,43,311,108,12,0,0,28,121,140,37,26,55,24,50,282859093
20232,A,골목상권,3110117,성동구보건소,43,311,108,12,0,0,28,121,140,37,26,55,24,50,282859093
20233,A,골목상권,3110117,성동구보건소,43,311,108,12,0,0,28,121,140,37,26,55,24,50,282859093
20231,A,골목상권,3110118,왕십리역 9번,63,242,248,67,0,0,30,63,57,52,8,39,308,69,484601406
20232,A,골목상권,3110118,왕십리역 9번,63,242,248,67,0,0,30,63,57,52,8,39,308,69,484601406
20233,A,골목상권,3110118,왕십리역 9번,63,242,248,67,0,0,30,63,57,52,8,39,308,69,484601406
20231,A,골목상권,3110119,마장지하차도,35,271,88,12,12,0,36,67,108,15,62,71,24,53,319941806
20232,A,골목상권,3110119,마장지하차도,35,271,88,12,12,0,36,67,108,15,62,71,24,53,319941806
20233,A,골목상권,3110119,마장지하차도,35,271,88,12,12,0,36,67,108,15,62,71,24,53,319941806
20231,A,골목상권,3110120,서울숲카페거리,16,71,61,15,0,0,0,16,9,11,38,31,42,66,474874544
20232,A,골목상권,3110120,서울숲카페거리,16,71,61,15,0,0,0,16,9,11,38,31,42,66,474874544
20233,A,골목상권,3110120,서울숲카페거리,16,71,61,15,0,0,0,16,9,11,38,31,42,66,474874544
20231,A,골목상권,3110121,한양대역 4번,17,74,73,6,0,0,52,26,8,1,0,0,66,55,439297407
20232,A,골목상권,3110121,한양대역 4번,17,74,73,6,0,0,52,26,8,1,0,0,66,55,439297407
20233,A,골목상권,3110121,한양대역 4번,17,74,73,6,0,0,52,26,8,1,0,0,66,55,439297407
20231,A,골목상권,3110122,마장역 2번,65,450,286,23,50,12,34,111,226,97,84,150,119,65,363869822
20232,A,골목상권,3110122,마장역 2번,65,450,286,23,50,12,34,111,226,97,84,150,119,65,363869822
20233,A,골목상권,3110122,마장역 2번,65,450,286,23,50,12,34,111,226,97,84,150,119,65,363869822
20231,A,골목상권,3110123,마장역 3번,103,706,336,45,4,0,117,282,284,130,99,89,90,53,279190131
20232,A,골목상권,3110123,마장역 3번,103,706,336,45,4,0,117,282,284,130,99,89,90,53,279190131
20233,A,골목상권,3110123,마장역 3번,103,706,336,45,4,0,117,282,284,130,99,89,90,53,279190131
20231,A,골목상권,3110124,뚝섬역교차로,39,339,87,6,0,0,44,58,55,13,77,38,147,52,443320935
20232,A,골목상권,3110124,뚝섬역교차로,39,339,87,6,0,0,44,58,55,13,77,38,147,52,443320935
20233,A,골목상권,3110124,뚝섬역교차로,39,339,87,6,0,0,44,58,55,13,77,38,147,52,443320935
20231,A,골목상권,3110125,사근동살곶이상점가,74,540,104,11,0,0,191,305,70,52,25,8,4,43,156219268
20232,A,골목상권,3110125,사근동살곶이상점가,74,540,104,11,0,0,191,305,70,52,25,8,4,43,156219268
20233,A,골목상권,3110125,사근동살곶이상점가,74,540,104,11,0,0,191,305,70,52,25,8,4,43,156219268
20231,A,골목상권,3110126,서울숲역 1번,32,228,116,4,0,12,0,17,92,66,35,29,121,57,597714087
20232,A,골목상권,3110126,서울숲역 1번,32,228,116,4,0,12,0,17,92,66,35,29,121,57,597714087
20233,A,골목상권,3110126,서울숲역 1번,32,228,116,4,0,12,0,17,92,66,35,29,121,57,597714087
20231,A,골목상권,3110127,성수1가1동주민센터,54,299,205,21,21,0,1,63,58,104,68,19,233,64,567211837
20232,A,골목상권,3110127,성수1가1동주민센터,54,299,205,21,21,0,1,63,58,104,68,19,233,64,567211837
20233,A,골목상권,3110127,성수1가1동주민센터,54,299,205,21,21,0,1,63,58,104,68,19,233,64,567211837
20231,A,골목상권,3110128,성원중학교,122,634,402,27,38,0,0,35,31,73,100,124,738,62,778906817
20232,A,골목상권,3110128,성원중학교,122,634,402,27,38,0,0,35,31,73,100,124,738,62,778906817
20233,A,골목상권,3110128,성원중학교,122,634,402,27,38,0,0,35,31,73,100,124,738,62,778906817
20231,A,골목상권,3110157,자양동우체국,342,2253,449,32,19,11,82,1036,1281,139,64,78,84,51,232720599
20232,A,골목상권,3110157,자양동우체국,342,2253,449,32,19,11,82,1036,1281,139,64,78,84,51,232720599
20233,A,골목상권,3110157,자양동우체국,342,2253,449,32,19,11,82,1036,1281,139,64,78,84,51,232720599
20231,A,골목상권,3110158,중곡3동주민센터,269,2044,254,13,12,0,158,1334,735,60,32,4,0,47,179232079
20232,A,골목상권,3110158,중곡3동주민센터,269,2044,254,13,12,0,158,1334,735,60,32,4,0,47,179232079
20233,A,골목상권,3110158,중곡3동주민센터,269,2044,254,13,12,0,158,1334,735,60,32,4,0,47,179232079
20231,A,골목상권,3110159,구의역 4번,464,3497,498,19,3,2,186,1675,1723,263,54,36,82,47,217811942
20232,A,골목상권,3110159,구의역 4번,464,3497,498,19,3,2,186,1675,1723,263,54,36,82,47,217811942
20233,A,골목상권,3110159,구의역 4번,464,3497,498,19,3,2,186,1675,1723,263,54,36,82,47,217811942
20231,A,골목상권,3110160,광진경찰서,167,1106,259,26,1,0,106,701,517,43,25,0,0,51,191092682
20232,A,골목상권,3110160,광진경찰서,167,1106,259,26,1,0,106,701,517,43,25,0,0,51,191092682
20233,A,골목상권,3110160,광진경찰서,167,1106,259,26,1,0,106,701,517,43,25,0,0,51,191092682
20231,A,골목상권,3110137,성수초등학교,144,996,293,122,1,0,289,462,275,67,61,45,213,47,275928599
20232,A,골목상권,3110137,성수초등학교,144,996,293,122,1,0,289,462,275,67,61,45,213,47,275928599
20233,A,골목상권,3110137,성수초등학교,144,996,293,122,1,0,289,462,275,67,61,45,213,47,275928599
20232,A,골목상권,3110138,송정체육공원,115,892,199,24,13,0,111,409,434,76,22,66,10,49,217734071
20233,A,골목상권,3110138,송정체육공원,115,892,199,24,13,0,111,409,434,76,22,66,10,49,217734071
20231,A,골목상권,3110139,자양4동주민센터,100,543,334,81,24,6,24,196,188,123,30,52,375,60,460049787
20232,A,골목상권,3110139,자양4동주민센터,100,543,334,81,24,6,24,196,188,123,30,52,375,60,460049787
20233,A,골목상권,3110139,자양4동주민센터,100,543,334,81,24,6,24,196,188,123,30,52,375,60,460049787
20231,A,골목상권,3110140,건대입구역 6번,139,1090,257,23,0,0,162,440,392,208,31,11,126,45,253486234
20232,A,골목상권,3110140,건대입구역 6번,139,1090,257,23,0,0,162,440,392,208,31,11,126,45,253486234
20233,A,골목상권,3110140,건대입구역 6번,139,1090,257,23,0,0,162,440,392,208,31,11,126,45,253486234
20231,A,골목상권,3110141,건대입구역 1번,84,656,127,2,0,0,270,316,98,52,27,11,11,37,169414779
20232,A,골목상권,3110141,건대입구역 1번,84,656,127,2,0,0,270,316,98,52,27,11,11,37,169414779
20233,A,골목상권,3110141,건대입구역 1번,84,656,127,2,0,0,270,316,98,52,27,11,11,37,169414779
20231,A,골목상권,3110142,화양사거리,187,1538,184,65,14,0,621,708,303,44,42,24,59,37,174303852
20232,A,골목상권,3110142,화양사거리,187,1538,184,65,14,0,621,708,303,44,42,24,59,37,174303852
20233,A,골목상권,3110142,화양사거리,187,1538,184,65,14,0,621,708,303,44,42,24,59,37,174303852
20231,A,골목상권,3110144,어린이대공원역 4번,125,1030,106,54,13,0,415,494,206,13,14,13,48,37,172801129
20232,A,골목상권,3110144,어린이대공원역 4번,125,1030,106,54,13,0,415,494,206,13,14,13,48,37,172801129
20233,A,골목상권,3110144,어린이대공원역 4번,125,1030,106,54,13,0,415,494,206,13,14,13,48,37,172801129
20231,A,골목상권,3110145,장안초등학교,31,275,87,38,12,0,28,168,95,32,33,8,48,55,287106006
20232,A,골목상권,3110145,장안초등학교,31,275,87,38,12,0,28,168,95,32,33,8,48,55,287106006
20233,A,골목상권,3110145,장안초등학교,31,275,87,38,12,0,28,168,95,32,33,8,48,55,287106006
20231,A,골목상권,3110146,신자초등학교,167,893,540,142,24,7,33,284,402,158,117,118,494,62,418933066
20232,A,골목상권,3110146,신자초등학교,167,893,540,142,24,7,33,284,402,158,117,118,494,62,418933066
20233,A,골목상권,3110146,신자초등학교,167,893,540,142,24,7,33,284,402,158,117,118,494,62,418933066
20231,A,골목상권,3110147,능동우편취급국,210,1387,354,6,15,3,186,845,622,59,34,15,4,50,187589038
20232,A,골목상권,3110147,능동우편취급국,210,1387,354,6,15,3,186,845,622,59,34,15,4,50,187589038
20233,A,골목상권,3110147,능동우편취급국,210,1387,354,6,15,3,186,845,622,59,34,15,4,50,187589038
20231,A,골목상권,3110148,어린이대공원역 3번,45,382,17,3,0,0,202,168,30,2,0,0,0,28,122957504
20232,A,골목상권,3110148,어린이대공원역 3번,45,382,17,3,0,0,202,168,30,2,0,0,0,28,122957504
20233,A,골목상권,3110148,어린이대공원역 3번,45,382,17,3,0,0,202,168,30,2,0,0,0,28,122957504
20231,A,골목상권,3110149,세종대학교,88,607,190,3,0,3,74,330,351,35,7,3,3,50,197454978
20232,A,골목상권,3110149,세종대학교,88,607,190,3,0,3,74,330,351,35,7,3,3,50,197454978
20233,A,골목상권,3110149,세종대학교,88,607,190,3,0,3,74,330,351,35,7,3,3,50,197454978
20231,A,골목상권,3110150,중곡1동 마을마당,240,1587,405,22,14,0,132,1100,656,128,12,0,0,50,187022328
20232,A,골목상권,3110150,중곡1동 마을마당,240,1587,405,22,14,0,132,1100,656,128,12,0,0,50,187022328
20233,A,골목상권,3110150,중곡1동 마을마당,240,1587,405,22,14,0,132,1100,656,128,12,0,0,50,187022328
